season,name,pos,team,age,points,minutes,goals,assists,yellow_cards,red_cards,own_goals
2018/19,Fousseni Diabaté,MID,Leicester,29,1,54,0,0,0,0,0
2018/19,James Maddison,MID,Leicester,28,137,2831,7,7,3,1,0
2018/19,Jamie Vardy,FWD,Leicester,38,174,2726,18,5,3,1,0
2018/19,Shinji Okazaki,FWD,Leicester,39,25,269,0,1,0,0,0
2018/19,Kelechi Iheanacho,FWD,Leicester,28,58,924,1,5,2,0,0
2018/19,Danny Ward,GK,Leicester,32,0,0,0,0,0,0,0
2018/19,Rachid Ghezzal,MID,Leicester,33,28,733,1,0,3,0,0
2018/19,Filip Benkovic,DEF,Leicester,27,0,0,0,0,0,0,0
2018/19,Çaglar Söyüncü,DEF,Leicester,29,9,371,0,0,1,0,0
2018/19,Nampalys Mendy,MID,Leicester,33,58,2085,0,1,5,0,0
2018/19,Josh Knight,DEF,Leicester,27,0,0,0,0,0,0,0
2018/19,Harvey Barnes,MID,Leicester,27,43,1001,1,3,0,0,0
2018/19,Youri Tielemans,MID,Leicester,28,63,1087,3,5,2,0,0
2018/19,Simon Mignolet,GK,Liverpool,37,0,0,0,0,0,0,0
2018/19,Loris Karius,GK,Liverpool,32,0,0,0,0,0,0,0
2018/19,Dejan Lovren,DEF,Liverpool,36,63,986,1,1,1,0,0
2018/19,Alberto Moreno,DEF,Liverpool,33,4,154,0,0,0,0,0
2018/19,Joe Gomez,DEF,Liverpool,28,55,1059,0,0,2,0,0
2018/19,Joël Matip,DEF,Liverpool,33,83,1535,1,0,3,0,0
2018/19,Ragnar Klavan,DEF,Liverpool,39,0,0,0,0,0,0,0
2018/19,Trent Alexander-Arnold,DEF,Liverpool,26,185,2460,1,13,3,0,0
2018/19,Virgil van Dijk,DEF,Liverpool,34,208,3384,4,4,1,0,0
2018/19,Andy Robertson,DEF,Liverpool,31,213,3216,0,12,4,0,0
2018/19,Alex Oxlade-Chamberlain,MID,Liverpool,31,2,19,0,0,0,0,0
2018/19,Jordan Henderson,MID,Liverpool,35,76,1976,1,3,1,1,0
2018/19,Adam Lallana,MID,Liverpool,37,23,460,0,1,1,0,0
2018/19,Sadio Mané,MID,Liverpool,33,231,3076,22,3,2,0,0
2018/19,Georginio Wijnaldum,MID,Liverpool,34,108,2723,3,1,3,0,0
2018/19,Mohamed Salah,MID,Liverpool,33,259,3254,22,12,1,0,0
2018/19,James Milner,MID,Liverpool,39,101,1778,5,5,5,1,0
2018/19,Fabinho,MID,Liverpool,31,65,2011,1,2,6,0,0
2018/19,Naby Keïta,MID,Liverpool,30,67,1385,2,1,0,0,0
2018/19,Roberto Firmino,FWD,Liverpool,33,160,2606,12,8,0,0,0
2018/19,Xherdan Shaqiri,MID,Liverpool,33,88,1052,6,5,2,0,0
2018/19,Alisson Becker,GK,Liverpool,32,176,3420,0,0,1,0,0
2018/19,Daniel Sturridge,FWD,Liverpool,35,34,498,2,1,1,0,0
2018/19,Divock Origi,FWD,Liverpool,30,32,364,3,1,0,0,0
2018/19,Rafael Camacho,MID,Liverpool,25,1,1,0,0,0,0,0
2018/19,Curtis Jones,MID,Liverpool,24,0,0,0,0,0,0,0
2018/19,Riyad Mahrez,MID,Man City,34,102,1331,7,4,0,0,0
2018/19,Ederson,GK,Man City,31,169,3420,0,1,2,0,0
2018/19,Claudio Bravo,GK,Man City,42,0,0,0,0,0,0,0
2018/19,John Stones,DEF,Man City,31,83,1761,0,0,1,0,0
2018/19,Vincent Kompany,DEF,Man City,39,58,1220,1,0,6,0,0
2018/19,Nicolás Otamendi,DEF,Man City,37,70,1233,0,0,1,0,0
2018/19,Kyle Walker,DEF,Man City,35,150,2776,1,1,3,0,0
2018/19,Danilo,DEF,Man City,33,46,805,1,0,1,0,0
2018/19,Benjamin Mendy,DEF,Man City,30,59,900,0,6,1,0,0
2018/19,Aymeric Laporte,DEF,Man City,31,177,3056,3,3,3,0,0
2018/19,Fabian Delph,DEF,Man City,35,29,722,0,1,1,1,0
2018/19,Raheem Sterling,MID,Man City,30,234,2770,17,15,3,0,0
2018/19,David Silva,MID,Man City,39,143,2399,6,8,2,0,0
2018/19,Fernandinho,MID,Man City,40,79,2375,1,3,5,0,0
2018/19,Kevin De Bruyne,MID,Man City,34,59,968,2,3,2,0,0
2018/19,Ilkay Gündogan,MID,Man City,34,113,2129,6,3,3,0,0
2018/19,Leroy Sané,MID,Man City,29,156,1857,10,12,1,0,0
2018/19,Bernardo Silva,MID,Man City,30,154,2849,7,8,3,0,0
2018/19,Phil Foden,MID,Man City,25,25,328,1,0,0,0,0
2018/19,Brahim Díaz,MID,Man City,25,0,0,0,0,0,0,0
2018/19,Oleksandr Zinchenko,MID,Man City,28,44,1151,0,3,1,0,0
2018/19,Sergio Agüero,FWD,Man City,37,201,2457,21,11,4,0,0
2018/19,Gabriel Jesus,FWD,Man City,28,79,1017,7,3,1,0,0
2018/19,Arijanet Muric,GK,Man City,26,0,0,0,0,0,0,0
2018/19,Philippe Sandler,DEF,Man City,28,0,0,0,0,0,0,0
2018/19,David de Gea,GK,Man Utd,34,120,3420,0,0,1,0,0
2018/19,Sergio Romero,GK,Man Utd,38,0,0,0,0,0,0,0
2018/19,Chris Smalling,DEF,Man Utd,35,56,2127,1,0,1,0,1
2018/19,Phil Jones,DEF,Man Utd,33,43,1261,0,1,1,0,0
2018/19,Luke Shaw,DEF,Man Utd,29,91,2591,1,5,11,0,0
2018/19,Marcos Rojo,DEF,Man Utd,35,2,209,0,0,2,0,1
2018/19,Antonio Valencia,DEF,Man Utd,39,17,466,0,0,2,0,0
2018/19,Matteo Darmian,DEF,Man Utd,35,14,443,0,0,0,0,0
2018/19,Daley Blind,DEF,Man Utd,35,0,0,0,0,0,0,0
2018/19,Eric Bailly,DEF,Man Utd,31,16,636,0,0,0,1,0
2018/19,Victor Lindelöf,DEF,Man Utd,30,85,2600,1,1,1,0,1
2018/19,Ashley Young,DEF,Man Utd,40,73,2568,2,3,8,1,0
2018/19,Diogo Dalot,DEF,Man Utd,26,27,1009,0,2,3,0,0
2018/19,Alexis Sánchez,MID,Man Utd,36,47,869,1,5,3,0,0
2018/19,Nemanja Matic,MID,Man Utd,36,59,2437,1,0,6,1,0
2018/19,Juan Mata,MID,Man Utd,37,70,1284,3,4,3,0,0
2018/19,Marouane Fellaini,MID,Man Utd,37,26,746,0,2,1,0,0
2018/19,Ander Herrera,MID,Man Utd,35,62,1397,2,3,4,0,0
2018/19,Jesse Lingard,MID,Man Utd,32,78,1657,4,3,3,0,0
2018/19,Anthony Martial,MID,Man Utd,29,122,1613,10,4,2,0,0
2018/19,Paul Pogba,MID,Man Utd,32,179,3007,13,10,6,0,0
2018/19,Scott McTominay,MID,Man Utd,28,38,862,2,0,1,0,0
2018/19,Fred,MID,Man Utd,32,40,1039,1,2,2,0,0
2018/19,Marcus Rashford,FWD,Man Utd,27,128,2331,10,7,3,1,0
2018/19,Romelu Lukaku,FWD,Man Utd,32,115,2126,12,1,4,0,0
2018/19,Andreas Pereira,MID,Man Utd,29,27,590,1,1,5,0,0
2018/19,Lee Grant,GK,Man Utd,42,0,0,0,0,0,0,0
2018/19,Angel Gomes,MID,Man Utd,24,2,25,0,0,0,0,0
2018/19,James Garner,MID,Man Utd,24,1,1,0,0,0,0,0
2018/19,Tahith Chong,MID,Man Utd,25,2,37,0,0,0,0,0
2018/19,Mason Greenwood,FWD,Man Utd,23,4,115,0,0,0,0,0
2018/19,Robert Elliot,GK,Newcastle,39,0,0,0,0,0,0,0
2018/19,Karl Darlow,GK,Newcastle,34,0,0,0,0,0,0,0
2018/19,Martin Dúbravka,GK,Newcastle,36,131,3420,0,0,1,0,0
2018/19,DeAndre Yedlin,DEF,Newcastle,32,63,2472,1,2,6,1,1
2018/19,Ciaran Clark,DEF,Newcastle,35,42,857,3,0,1,0,0
2018/19,Jamaal Lascelles,DEF,Newcastle,31,95,2745,0,1,4,0,0
2018/19,Paul Dummett,DEF,Newcastle,33,67,1986,0,0,1,0,0
2018/19,Florian Lejeune,DEF,Newcastle,34,35,1054,0,0,0,0,0
2018/19,Javier Manquillo,DEF,Newcastle,31,53,1098,0,3,2,0,0
2018/19,Chancel Mbemba,DEF,Newcastle,30,0,0,0,0,0,0,0
2018/19,Matt Ritchie,MID,Newcastle,35,110,2927,2,8,9,0,0
2018/19,Jonjo Shelvey,MID,Newcastle,33,39,943,1,1,1,0,0
2018/19,Mohamed Diamé,MID,Newcastle,38,56,2162,0,0,3,0,0
2018/19,Christian Atsu,MID,Newcastle,33,55,1481,1,1,2,0,0
2018/19,Jacob Murphy,MID,Newcastle,30,16,296,0,1,0,0,0
2018/19,Mikel Merino,MID,Newcastle,29,0,0,0,0,0,0,0
2018/19,Isaac Hayden,MID,Newcastle,30,69,1857,1,4,3,1,0
2018/19,Ki Sung-Yueng,MID,Newcastle,36,38,1298,0,1,2,0,0
2018/19,Dwight Gayle,FWD,Newcastle,35,0,0,0,0,0,0,0
2018/19,Ayoze Pérez,FWD,Newcastle,31,141,2916,12,2,2,0,0
2018/19,Joselu,FWD,Newcastle,35,30,586,2,0,1,0,0
2018/19,Kenedy,MID,Newcastle,29,50,1337,1,1,1,0,0
2018/19,Fabian Schär,DEF,Newcastle,33,93,2000,4,1,12,0,0
2018/19,Yoshinori Muto,FWD,Newcastle,32,24,514,1,0,1,0,0
2018/19,Salomón Rondón,FWD,Newcastle,35,148,2601,11,8,1,0,0
2018/19,Federico Fernández,DEF,Newcastle,36,47,1482,0,2,2,0,0
2018/19,Jamie Sterry,DEF,Newcastle,29,0,0,0,0,0,0,0
2018/19,Sean Longstaff,MID,Newcastle,27,26,686,1,1,2,0,0
2018/19,Freddie Woodman,GK,Newcastle,28,0,0,0,0,0,0,0
2018/19,Callum Roberts,MID,Newcastle,28,0,0,0,0,0,0,0
2018/19,Miguel Almirón,MID,Newcastle,31,28,758,0,2,0,0,0
2018/19,Antonio Barreca,DEF,Newcastle,30,1,4,0,0,0,0,0
2018/19,Kelland Watts,MID,Newcastle,25,0,0,0,0,0,0,0
2018/19,Lewis Cass,DEF,Newcastle,25,0,0,0,0,0,0,0
2018/19,Danny Ings,FWD,Southampton,32,90,1650,7,3,1,0,0
2018/19,Alex McCarthy,GK,Southampton,35,73,2250,0,0,1,0,0
2018/19,Fraser Forster,GK,Southampton,37,2,90,0,0,0,0,0
2018/19,Ryan Bertrand,DEF,Southampton,35,56,2160,1,0,8,0,0
2018/19,Maya Yoshida,DEF,Southampton,36,44,1518,0,1,0,0,0
2018/19,Cédric Soares,DEF,Southampton,33,52,1493,1,2,4,0,0
2018/19,Jack Stephens,DEF,Southampton,31,47,1697,1,0,4,0,0
2018/19,Sam McQueen,DEF,Southampton,30,0,0,0,0,0,0,0
2018/19,Jan Bednarek,DEF,Southampton,29,49,2150,0,1,7,0,0
2018/19,Wesley Hoedt,DEF,Southampton,31,29,1170,0,0,2,0,2
2018/19,Steven Davis,MID,Southampton,40,9,97,0,1,0,0,0
2018/19,James Ward-Prowse,MID,Southampton,30,94,1940,7,0,4,0,1
2018/19,Oriol Romeu,MID,Southampton,33,55,2131,1,0,11,0,0
2018/19,Pierre-Emile Højbjerg,MID,Southampton,29,90,2760,4,3,7,2,0
2018/19,Sofiane Boufal,MID,Southampton,31,0,0,0,0,0,0,0
2018/19,Josh Sims,MID,Southampton,28,11,208,0,1,0,0,0
2018/19,Nathan Redmond,MID,Southampton,31,137,3272,6,5,3,0,0
2018/19,Mario Lemina,MID,Southampton,31,50,1612,1,2,5,0,0
2018/19,Stuart Armstrong,MID,Southampton,33,75,1421,3,4,2,0,0
2018/19,Mohamed Elyounoussi,MID,Southampton,30,28,785,0,0,0,0,0
2018/19,Shane Long,FWD,Southampton,38,66,1260,5,2,3,0,0
2018/19,Charlie Austin,FWD,Southampton,36,46,970,2,2,1,0,0
2018/19,Manolo Gabbiadini,FWD,Southampton,33,23,468,1,0,0,0,0
2018/19,Guido Carrillo,FWD,Southampton,34,0,0,0,0,0,0,0
2018/19,Angus Gunn,GK,Southampton,29,47,1080,0,0,0,0,0
2018/19,Jannik Vestergaard,DEF,Southampton,32,50,2027,0,0,2,0,0
2018/19,Matt Targett,DEF,Southampton,29,36,1185,1,3,2,0,0
2018/19,Michael Obafemi,FWD,Southampton,25,13,134,1,1,1,0,0
2018/19,Yan Valery,DEF,Southampton,26,54,1709,2,1,3,1,0
2018/19,Kayne Ramsay,DEF,Southampton,24,1,90,0,0,0,0,0
2018/19,Callum Slattery,MID,Southampton,26,4,110,0,0,0,0,0
2018/19,Sam Gallagher,FWD,Southampton,29,4,32,0,0,0,0,0
2018/19,Alfie Jones,DEF,Southampton,27,0,0,0,0,0,0,0
2018/19,Hugo Lloris,GK,Spurs,38,145,2970,0,0,0,0,0
2018/19,Michel Vorm,GK,Spurs,41,5,180,0,0,0,0,0
2018/19,Toby Alderweireld,DEF,Spurs,36,107,2921,0,0,3,0,1
2018/19,Danny Rose,DEF,Spurs,35,86,1792,0,4,5,0,0
2018/19,Jan Vertonghen,DEF,Spurs,38,67,1911,1,0,3,1,0
2018/19,Kieran Trippier,DEF,Spurs,34,118,2275,1,5,2,0,1
2018/19,Kyle Walker-Peters,DEF,Spurs,28,28,374,0,3,1,0,0
2018/19,Sèrge Aurier,DEF,Spurs,32,24,562,0,2,1,0,0
2018/19,Eric Dier,MID,Spurs,31,56,1504,3,0,4,0,0
2018/19,Mousa Dembélé,MID,Spurs,37,14,512,0,0,1,0,0
2018/19,Érik Lamela,MID,Spurs,33,67,965,4,4,2,0,0
2018/19,Christian Eriksen,MID,Spurs,33,161,2770,8,12,3,0,0
2018/19,Dele Alli,MID,Spurs,29,94,1822,5,4,4,0,0
2018/19,Victor Wanyama,MID,Spurs,34,24,511,1,0,2,0,0
2018/19,Son Heung-Min,MID,Spurs,33,159,2033,12,8,2,1,0
2018/19,Harry Winks,MID,Spurs,29,53,1589,1,0,4,0,0
2018/19,Moussa Sissoko,MID,Spurs,35,76,2329,0,3,2,0,0
2018/19,Lucas Moura,MID,Spurs,32,131,2115,10,2,3,0,0
2018/19,Fernando Llorente,FWD,Spurs,40,41,681,1,4,2,0,1
2018/19,Harry Kane,FWD,Spurs,31,160,2423,17,6,5,0,0
2018/19,Georges-Kévin Nkoudou,MID,Spurs,30,4,4,0,1,0,0,0
2018/19,Luke Amos,MID,Spurs,28,1,2,0,0,0,0,0
2018/19,Paulo Gazzaniga,GK,Spurs,33,13,270,0,0,0,0,0
2018/19,Alfie Whiteman,GK,Spurs,26,0,0,0,0,0,0,0
2018/19,Oliver Skipp,MID,Spurs,24,12,214,0,0,0,0,0
2018/19,Juan Foyth,DEF,Spurs,27,35,888,1,0,3,1,0
2018/19,Timothy Eyoma,DEF,Spurs,25,0,0,0,0,0,0,0
2018/19,George Marsh,MID,Spurs,26,0,0,0,0,0,0,0
2018/19,Vincent Janssen,FWD,Spurs,31,3,36,0,0,0,0,0
2018/19,Heurelho Gomes,GK,Watford,44,0,0,0,0,0,0,0
2018/19,Pontus Dahlberg,GK,Watford,26,0,0,0,0,0,0,0
2018/19,Younes Kaboul,DEF,Watford,39,0,0,0,0,0,0,0
2018/19,Craig Cathcart,DEF,Watford,36,93,3095,3,0,2,0,2
2018/19,Sebastian Prödl,DEF,Watford,38,1,13,0,0,0,0,0
2018/19,José Holebas,DEF,Watford,41,93,2392,3,7,12,1,0
2018/19,Miguel Britos,DEF,Watford,39,3,184,0,0,0,0,0
2018/19,Christian Kabasele,DEF,Watford,34,36,1584,0,0,2,1,0
2018/19,Daryl Janmaat,DEF,Watford,35,50,1520,0,2,3,0,0
2018/19,Adrian Mariappa,DEF,Watford,38,57,1924,0,0,3,0,0
2018/19,Kiko Femenía,DEF,Watford,34,66,2043,1,1,1,0,0
2018/19,Marvin Zeegelaar,DEF,Watford,34,0,0,0,0,0,0,0
2018/19,Marc Navarro,DEF,Watford,30,2,84,0,0,0,0,0
2018/19,Adam Masina,DEF,Watford,31,26,1002,0,1,5,0,0
2018/19,Nathaniel Chalobah,MID,Watford,30,10,265,0,0,2,0,0
2018/19,Tom Cleverley,MID,Watford,35,25,470,1,0,2,0,0
2018/19,Étienne Capoue,MID,Watford,37,79,2944,1,3,14,1,0
2018/19,Abdoulaye Doucouré,MID,Watford,32,124,3061,5,7,7,0,1
2018/19,Roberto Pereyra,MID,Watford,34,122,2817,6,4,3,0,0
2018/19,Will Hughes,MID,Watford,30,87,2419,2,4,5,0,0
2018/19,Gerard Deulofeu,MID,Watford,31,133,2064,10,5,3,0,0
2018/19,Andre Gray,FWD,Watford,34,83,1352,7,2,2,0,0
2018/19,Troy Deeney,FWD,Watford,37,116,2542,9,5,4,1,0
2018/19,Stefano Okaka,FWD,Watford,35,1,22,0,0,1,0,0
2018/19,Jerome Sinclair,FWD,Watford,28,0,0,0,0,0,0,0
2018/19,Ben Foster,GK,Watford,42,129,3420,0,0,1,0,0
2018/19,Ken Sema,MID,Watford,31,37,747,1,2,1,0,0
2018/19,Domingos Quina,MID,Watford,25,17,334,1,0,0,0,0
2018/19,Isaac Success,FWD,Watford,29,42,1033,1,1,4,0,0
2018/19,Ben Wilmot,DEF,Watford,25,1,26,0,0,0,0,0
2018/19,Adalberto Peñaranda,FWD,Watford,28,0,0,0,0,0,0,0
2018/19,Adrián,GK,West Ham,38,0,0,0,0,0,0,0
2018/19,Lukasz Fabianski,GK,West Ham,40,143,3420,0,0,0,0,0
2018/19,Winston Reid,DEF,West Ham,37,0,0,0,0,0,0,0
2018/19,Aaron Cresswell,DEF,West Ham,35,34,1588,0,1,1,0,0
2018/19,Angelo Ogbonna,DEF,West Ham,37,48,1871,1,1,2,0,0
2018/19,Sam Byram,DEF,West Ham,31,0,0,0,0,0,0,0
2018/19,Pablo Zabaleta,DEF,West Ham,40,56,2089,0,1,4,0,0
2018/19,Declan Rice,DEF,West Ham,26,92,3003,2,0,4,0,0
2018/19,Reece Oxford,DEF,West Ham,26,0,0,0,0,0,0,0
2018/19,Ryan Fredericks,DEF,West Ham,32,38,1084,1,0,5,0,0
2018/19,Issa Diop,DEF,West Ham,28,87,2970,1,0,4,0,1
2018/19,Arthur Masuaku,MID,West Ham,31,49,1757,0,2,2,0,0
2018/19,Mark Noble,MID,West Ham,38,99,2289,5,5,6,1,0
2018/19,Pedro Obiang,MID,West Ham,33,43,1116,0,2,0,0,0
2018/19,Manuel Lanzini,MID,West Ham,32,31,685,1,2,2,0,0
2018/19,Michail Antonio,MID,West Ham,35,118,2093,6,8,3,0,0
2018/19,Edimilson Fernandes,MID,West Ham,29,0,0,0,0,0,0,0
2018/19,Marko Arnautovic,FWD,West Ham,36,117,1988,10,5,3,0,0
2018/19,Andy Carroll,FWD,West Ham,36,12,454,0,0,2,0,0
2018/19,Chicharito,FWD,West Ham,37,86,1326,7,4,2,0,0
2018/19,Jordan Hugill,FWD,West Ham,33,0,0,0,0,0,0,0
2018/19,Jack Wilshere,MID,West Ham,33,17,388,0,2,2,0,0
2018/19,Andrii Yarmolenko,MID,West Ham,35,27,456,2,1,2,0,0
2018/19,Fabián Balbuena,DEF,West Ham,33,61,2013,1,0,2,0,0
2018/19,Felipe Anderson,MID,West Ham,32,155,3045,9,6,3,0,0
2018/19,Robert Snodgrass,MID,West Ham,37,85,2215,2,5,10,0,0
2018/19,Lucas Pérez,FWD,West Ham,36,33,465,3,0,0,0,0
2018/19,Grady Diangana,MID,West Ham,27,25,600,0,1,0,0,0
2018/19,Joe Powell,MID,West Ham,26,0,0,0,0,0,0,0
2018/19,Conor Coventry,MID,West Ham,25,0,0,0,0,0,0,0
2018/19,Xande Silva,FWD,West Ham,28,1,17,0,0,0,0,0
2018/19,Samir Nasri,MID,West Ham,38,14,243,0,2,0,0,0
2018/19,Ben Johnson,DEF,West Ham,25,2,62,0,0,0,0,0
2018/19,Nathan Holland,MID,West Ham,27,0,0,0,0,0,0,0
2018/19,John Ruddy,GK,Wolves,38,7,90,0,0,0,0,0
2018/19,Will Norris,GK,Wolves,31,1,1,0,0,0,0,0
2018/19,Willy-Arnaud Boly,DEF,Wolves,34,120,3168,4,0,2,1,0
2018/19,Barry Douglas,DEF,Wolves,35,0,0,0,0,0,0,0
2018/19,Matt Doherty,DEF,Wolves,33,144,3141,4,7,5,0,1
2018/19,Romain Saïss,DEF,Wolves,35,47,1142,2,0,7,0,0
2018/19,Ryan Bennett,DEF,Wolves,35,89,3060,1,0,12,0,0
2018/19,Danny Batth,DEF,Wolves,34,0,0,0,0,0,0,0
2018/19,Roderick Miranda,DEF,Wolves,34,0,0,0,0,0,0,0
2018/19,Conor Coady,DEF,Wolves,32,94,3420,0,0,5,0,3
2018/19,Rúben Vinagre,DEF,Wolves,26,24,703,0,0,1,0,0
2018/19,Diogo Jota,MID,Wolves,28,139,2352,9,8,11,0,0
2018/19,Rúben Neves,MID,Wolves,28,104,3006,4,3,8,0,0
2018/19,Ivan Cavaleiro,MID,Wolves,31,48,677,3,1,1,0,0
2018/19,Hélder Costa,MID,Wolves,31,52,1333,1,2,3,0,0
2018/19,Bright Enobakhare,MID,Wolves,27,0,0,0,0,0,0,0
2018/19,Raúl Jiménez,FWD,Wolves,34,181,3112,13,10,4,0,0
2018/19,Léo Bonatini,FWD,Wolves,31,10,130,0,1,0,0,0
2018/19,Morgan Gibbs-White,MID,Wolves,25,37,645,0,1,1,0,0
2018/19,Rafa Mir,FWD,Wolves,28,0,0,0,0,0,0,0
2018/19,Rui Patrício,GK,Wolves,37,118,3330,0,0,0,0,0
2018/19,João Moutinho,MID,Wolves,38,119,3030,1,8,4,0,0
2018/19,Jonny,DEF,Wolves,31,103,2772,1,3,6,0,0
2018/19,Adama Traoré,MID,Wolves,29,44,884,1,1,1,0,0
2018/19,Leander Dendoncker,MID,Wolves,30,48,1465,2,0,1,0,0
2018/19,Kortney Hause,DEF,Wolves,29,0,0,0,0,0,0,0
2018/19,Ryan Giles,MID,Wolves,25,0,0,0,0,0,0,0
2018/19,Maximilian Kilman,DEF,Wolves,28,1,1,0,0,0,0,0
2019/20,Shkodran Mustafi,DEF,Arsenal,33,43,1205,0,2,2,0,0
2019/20,Héctor Bellerín,DEF,Arsenal,30,44,1156,1,0,2,0,0
2019/20,Sead Kolasinac,DEF,Arsenal,32,55,1694,0,2,4,0,0
2019/20,Ainsley Maitland-Niles,DEF,Arsenal,27,41,1382,0,2,4,1,0
2019/20,Sokratis Papastathopoulos,DEF,Arsenal,37,57,1696,2,0,6,0,0
2019/20,Nacho Monreal,DEF,Arsenal,39,10,270,0,0,0,0,0
2019/20,Laurent Koscielny,DEF,Arsenal,39,0,0,0,0,0,0,0
2019/20,Konstantinos Mavropanos,DEF,Arsenal,27,0,0,0,0,0,0,0
2019/20,Carl Jenkinson,DEF,Arsenal,33,0,0,0,0,0,0,0
2019/20,Rob Holding,DEF,Arsenal,29,16,580,0,0,1,0,0
2019/20,Pierre-Emerick Aubameyang,FWD,Arsenal,36,205,3136,22,5,3,1,0
2019/20,Alexandre Lacazette,FWD,Arsenal,34,118,1867,10,7,8,0,0
2019/20,Eddie Nketiah,FWD,Arsenal,26,25,628,2,0,0,1,0
2019/20,Bernd Leno,GK,Arsenal,33,114,2649,0,0,2,0,0
2019/20,Mesut Özil,MID,Arsenal,36,53,1439,1,3,1,0,0
2019/20,Henrikh Mkhitaryan,MID,Arsenal,36,4,110,0,0,1,0,0
2019/20,Granit Xhaka,MID,Arsenal,32,73,2586,1,2,10,0,0
2019/20,Lucas Torreira,MID,Arsenal,29,46,1501,1,1,7,0,0
2019/20,Mohamed Elneny,MID,Arsenal,33,0,0,0,0,0,0,0
