season,name,pos,team,age,points,minutes,goals,assists,yellow_cards,red_cards,own_goals
2022/23,Michail Antonio,FWD,West Ham,35,84,1822,5,3,2,0,0
2022/23,Manuel Lanzini,MID,West Ham,32,17,243,1,0,0,0,0
2022/23,Kurt Zouma,DEF,West Ham,30,88,1988,2,1,0,0,0
2022/23,Arthur Masuaku,DEF,West Ham,31,0,0,0,0,0,0,0
2022/23,Vladimír Coufal,DEF,West Ham,32,58,2135,0,2,5,0,0
2022/23,Saïd Benrahma,MID,West Ham,29,106,2059,6,3,0,0,0
2022/23,Jarrod Bowen,MID,West Ham,28,145,3232,6,9,2,0,0
2022/23,Nikola Vlasic,MID,West Ham,27,0,0,0,0,0,0,0
2022/23,Declan Rice,MID,West Ham,26,116,3272,4,3,5,0,0
2022/23,Tomás Soucek,MID,West Ham,30,100,2811,2,4,3,0,0
2022/23,Pablo Fornals,MID,West Ham,29,71,1493,3,1,0,0,0
2022/23,Ben Johnson,DEF,West Ham,25,29,860,0,0,0,0,0
2022/23,Nayef Aguerd,DEF,West Ham,29,58,1594,2,0,4,0,0
2022/23,Alphonse Areola,GK,West Ham,32,7,307,0,0,0,0,0
2022/23,Flynn Downes,MID,West Ham,26,27,752,0,0,2,0,0
2022/23,Gianluca Scamacca,FWD,West Ham,26,41,921,3,0,3,0,0
2022/23,Emerson,DEF,West Ham,30,39,1317,1,0,2,0,0
2022/23,Conor Coventry,MID,West Ham,25,1,1,0,0,0,0,0
2022/23,Armstrong Oko-Flex,MID,West Ham,23,0,0,0,0,0,0,0
2022/23,Maxwel Cornet,MID,West Ham,28,14,232,0,0,0,0,0
2022/23,Thilo Kehrer,DEF,West Ham,28,67,2229,0,3,4,0,1
2022/23,Lucas Paquetá,MID,West Ham,27,98,2154,4,5,5,0,0
2022/23,Divin Mubama,FWD,West Ham,20,3,36,0,0,0,0,0
2022/23,Joseph Anang,GK,West Ham,25,0,0,0,0,0,0,0
2022/23,Krisztián Hegyi,GK,West Ham,22,0,0,0,0,0,0,0
2022/23,Kaelan Casey,DEF,West Ham,20,0,0,0,0,0,0,0
2022/23,Craig Dawson,DEF,Wolves,35,75,2134,1,1,6,0,0
2022/23,Raúl Jiménez,FWD,Wolves,34,29,839,0,2,0,0,0
2022/23,Jonny,DEF,Wolves,31,45,1257,1,0,3,1,0
2022/23,José Sá,GK,Wolves,32,148,3240,0,0,2,0,0
2022/23,Rúben Neves,MID,Wolves,28,118,3020,6,2,12,0,0
2022/23,Hwang Hee-Chan,MID,Wolves,29,60,1117,3,2,1,0,0
2022/23,Nélson Semedo,DEF,Wolves,31,75,2633,0,1,11,1,0
2022/23,Daniel Podence,MID,Wolves,29,92,1760,6,1,5,0,0
2022/23,Maximilian Kilman,DEF,Wolves,28,109,3307,0,1,3,0,0
2022/23,Luke Cundle,MID,Wolves,23,0,0,0,0,0,0,0
2022/23,Pedro Neto,MID,Wolves,25,37,962,0,2,1,0,0
2022/23,Rayan Aït-Nouri,DEF,Wolves,24,41,1067,1,0,4,0,1
2022/23,Fábio Silva,FWD,Wolves,22,0,0,0,0,0,0,0
2022/23,Toti Gomes,DEF,Wolves,26,43,978,1,0,6,0,0
2022/23,Chiquinho,MID,Wolves,25,0,0,0,0,0,0,0
2022/23,Adama Traoré,MID,Wolves,29,66,1477,2,4,2,0,0
2022/23,Matija Sarkic,GK,Wolves,27,0,0,0,0,0,0,0
2022/23,Yerson Mosquera,DEF,Wolves,24,0,0,0,0,0,0,0
2022/23,João Moutinho,MID,Wolves,38,56,1773,0,2,3,0,0
2022/23,Nathan Collins,DEF,Wolves,24,49,1811,0,0,2,1,0
2022/23,Hugo Bueno,DEF,Wolves,22,41,1307,0,1,1,0,0
2022/23,Joe Hodge,MID,Wolves,22,5,172,0,0,1,0,0
2022/23,Connor Ronan,MID,Wolves,27,1,1,0,0,0,0,0
2022/23,Chem Campbell,MID,Wolves,22,5,68,0,0,0,0,0
2022/23,Gonçalo Guedes,MID,Wolves,28,29,703,1,1,1,0,0
2022/23,Matheus Nunes,MID,Wolves,26,80,2467,1,1,2,1,0
2022/23,Sasa Kalajdzic,FWD,Wolves,28,1,45,0,0,0,0,0
2022/23,Diego Costa,FWD,Wolves,36,33,1235,1,0,5,1,0
2022/23,Nathan Fraser,FWD,Wolves,20,0,0,0,0,0,0,0
2022/23,Harvey Griffiths,MID,Wolves,21,0,0,0,0,0,0,0
2022/23,Dexter Lembikisa,DEF,Wolves,21,1,22,0,0,0,0,0
2022/23,Matheus Cunha,FWD,Wolves,26,39,961,2,0,1,0,0
2022/23,Mario Lemina,MID,Wolves,31,35,1297,0,1,2,1,0
2022/23,Pablo Sarabia,MID,Wolves,33,27,764,1,0,3,0,0
2022/23,Dan Bentley,GK,Wolves,31,6,180,0,0,0,0,0
2022/23,João Gomes,MID,Wolves,24,21,649,1,0,5,0,0
2023/24,Folarin Balogun,FWD,Arsenal,24,0,0,0,0,0,0,0
2023/24,Cédric Soares,DEF,Arsenal,33,3,59,0,0,0,0,0
2023/24,Mohamed Elneny,MID,Arsenal,33,6,25,0,1,0,0,0
2023/24,Fábio Vieira,MID,Arsenal,25,24,290,1,3,0,1,0
2023/24,Gabriel Magalhães,DEF,Arsenal,27,149,3042,3,1,4,0,1
2023/24,Kai Havertz,MID,Arsenal,26,180,2627,13,10,11,0,0
2023/24,Gabriel Jesus,FWD,Arsenal,28,85,1470,4,7,6,0,0
2023/24,Jorginho,MID,Arsenal,33,44,913,0,2,1,0,0
2023/24,Jakub Kiwior,DEF,Arsenal,25,67,942,1,3,1,0,0
2023/24,Marquinhos,MID,Arsenal,22,0,0,0,0,0,0,0
2023/24,Gabriel Martinelli,MID,Arsenal,24,118,2010,6,5,1,0,0
2023/24,Eddie Nketiah,FWD,Arsenal,26,71,1065,5,4,3,0,0
2023/24,Martin Ødegaard,MID,Arsenal,26,186,3098,8,11,2,0,0
2023/24,Thomas Partey,MID,Arsenal,32,24,785,0,0,3,0,0
2023/24,Nicolas Pépé,MID,Arsenal,30,0,0,0,0,0,0,0
2023/24,Aaron Ramsdale,GK,Arsenal,27,20,540,0,0,0,0,0
2023/24,Rúnar Rúnarsson,GK,Arsenal,30,0,0,0,0,0,0,0
2023/24,Bukayo Saka,MID,Arsenal,23,226,2922,16,12,4,0,0
2023/24,William Saliba,DEF,Arsenal,24,164,3420,2,1,4,0,0
2023/24,Emile Smith Rowe,MID,Arsenal,24,25,343,0,2,0,0,0
2023/24,Kieran Tierney,DEF,Arsenal,28,0,0,0,0,0,0,0
2023/24,Takehiro Tomiyasu,DEF,Arsenal,26,70,1140,2,1,0,1,0
2023/24,Leandro Trossard,MID,Arsenal,30,138,1633,12,2,2,0,0
2023/24,Ben White,DEF,Arsenal,27,182,2987,4,5,8,0,0
2023/24,Granit Xhaka,MID,Arsenal,32,0,0,0,0,0,0,0
2023/24,Oleksandr Zinchenko,DEF,Arsenal,28,104,1717,1,2,2,0,0
2023/24,David Raya,GK,Arsenal,29,135,2880,0,0,2,0,0
2023/24,Declan Rice,MID,Arsenal,26,165,3225,7,9,5,0,0
2023/24,Reiss Nelson,MID,Arsenal,25,16,256,0,0,1,0,0
2023/24,Jurriën Timber,DEF,Arsenal,24,0,70,0,0,2,0,0
2023/24,Karl Hein,GK,Arsenal,23,0,0,0,0,0,0,0
2023/24,Charles Sagoe Jr,MID,Arsenal,20,0,0,0,0,0,0,0
2023/24,Reuell Walters,DEF,Arsenal,20,0,0,0,0,0,0,0
2023/24,Bradley Ibrahim,MID,Arsenal,20,0,0,0,0,0,0,0
2023/24,Myles Lewis-Skelly,MID,Arsenal,18,0,0,0,0,0,0,0
2023/24,Ethan Nwaneri,MID,Arsenal,18,1,13,0,0,0,0,0
2023/24,Mauro Bandeira,MID,Arsenal,21,0,0,0,0,0,0,0
2023/24,James Sweet,DEF,Arsenal,21,0,0,0,0,0,0,0
2023/24,Álex Moreno,DEF,Aston Villa,32,49,1024,2,0,2,0,1
2023/24,Leon Bailey,MID,Aston Villa,27,148,2063,10,11,5,0,0
2023/24,Emiliano Buendía,MID,Aston Villa,28,0,0,0,0,0,0,0
2023/24,Matty Cash,DEF,Aston Villa,27,64,2138,2,2,8,0,1
2023/24,Calum Chambers,DEF,Aston Villa,30,6,149,0,1,1,0,0
2023/24,Philippe Coutinho,MID,Aston Villa,33,2,24,0,0,0,0,0
2023/24,Keinan Davis,FWD,Aston Villa,27,0,0,0,0,0,0,0
2023/24,Leander Dendoncker,MID,Aston Villa,30,20,118,1,1,0,0,0
2023/24,Diego Carlos,DEF,Aston Villa,32,55,1809,0,0,4,0,0
2023/24,Lucas Digne,DEF,Aston Villa,31,85,2405,1,4,7,0,0
2023/24,Douglas Luiz,MID,Aston Villa,27,148,2994,9,5,12,0,0
2023/24,Jhon Durán,FWD,Aston Villa,21,50,461,5,1,5,0,0
2023/24,Kortney Hause,DEF,Aston Villa,29,0,0,0,0,0,0,0
2023/24,Tim Iroegbunam,MID,Aston Villa,22,10,157,0,0,0,0,0
2023/24,Boubacar Kamara,MID,Aston Villa,25,40,1653,0,1,7,1,0
2023/24,Ezri Konsa,DEF,Aston Villa,27,91,3069,1,1,5,0,0
2023/24,Emiliano Martínez,GK,Aston Villa,32,115,3015,0,0,4,0,2
2023/24,John McGinn,MID,Aston Villa,30,119,3000,6,5,9,1,0
2023/24,Tyrone Mings,DEF,Aston Villa,32,0,30,0,0,0,0,0
2023/24,Robin Olsen,GK,Aston Villa,35,17,405,0,0,0,0,0
2023/24,Jaden Philogene,MID,Aston Villa,23,1,3,0,0,0,0,0
2023/24,Jacob Ramsey,MID,Aston Villa,24,29,848,1,1,2,0,0
2023/24,Morgan Sanson,MID,Aston Villa,30,0,0,0,0,0,0,0
2023/24,Viljami Sinisalo,GK,Aston Villa,23,0,0,0,0,0,0,0
2023/24,Youri Tielemans,MID,Aston Villa,28,77,1613,2,6,3,0,0
2023/24,Bertrand Traoré,MID,Aston Villa,29,2,10,0,0,0,0,0
2023/24,Ollie Watkins,FWD,Aston Villa,29,228,3222,19,18,4,0,0
2023/24,Wesley,FWD,Aston Villa,28,0,0,0,0,0,0,0
2023/24,Pau Torres,DEF,Aston Villa,28,85,2462,2,0,1,0,0
2023/24,Moussa Diaby,MID,Aston Villa,26,142,2168,6,11,1,0,0
2023/24,Omari Kellyman,MID,Aston Villa,19,2,35,0,0,0,0,0
2023/24,Filip Marschall,GK,Aston Villa,22,0,0,0,0,0,0,0
2023/24,Nicolò Zaniolo,MID,Aston Villa,26,34,824,2,0,7,0,0
2023/24,Oliwier Zych,GK,Aston Villa,21,0,0,0,0,0,0,0
2023/24,Clément Lenglet,DEF,Aston Villa,30,24,1153,0,1,3,0,0
2023/24,Sam Proctor,GK,Aston Villa,18,0,0,0,0,0,0,0
2023/24,Tommi O'Reilly,MID,Aston Villa,21,0,0,0,0,0,0,0
2023/24,James Wright,GK,Aston Villa,20,0,0,0,0,0,0,0
2023/24,Kaine Kesler-Hayden,DEF,Aston Villa,22,3,5,0,0,0,0,0
2023/24,Morgan Rogers,MID,Aston Villa,22,35,636,3,1,3,0,0
2023/24,Joe Gauci,GK,Aston Villa,25,0,0,0,0,0,0,0
2023/24,Finley Munroe,DEF,Aston Villa,20,1,3,0,0,0,0,0
2023/24,Kadan Young,MID,Aston Villa,19,0,0,0,0,0,0,0
2023/24,Lander Emery,GK,Aston Villa,22,0,0,0,0,0,0,0
2023/24,Jaidon Anthony,MID,Bournemouth,25,3,151,0,0,1,0,0
2023/24,Philip Billing,MID,Bournemouth,29,60,1385,2,3,3,1,0
2023/24,David Brooks,MID,Bournemouth,28,23,271,1,1,1,0,0
2023/24,Ryan Christie,MID,Bournemouth,30,90,2908,0,5,6,0,0
2023/24,Lewis Cook,MID,Bournemouth,28,77,2787,0,3,5,1,0
2023/24,Siriki Dembélé,MID,Bournemouth,28,0,0,0,0,0,0,0
2023/24,Ryan Fredericks,DEF,Bournemouth,32,0,0,0,0,0,0,0
2023/24,James Hill,DEF,Bournemouth,23,5,74,0,0,0,0,0
2023/24,Lloyd Kelly,DEF,Bournemouth,26,48,1553,0,1,2,0,0
2023/24,Gavin Kilkenny,MID,Bournemouth,25,0,0,0,0,0,0,0
2023/24,Justin Kluivert,MID,Bournemouth,26,100,1910,7,1,5,0,0
2023/24,Jamal Lowe,MID,Bournemouth,30,0,0,0,0,0,0,0
2023/24,Emiliano Marcondes,MID,Bournemouth,30,0,0,0,0,0,0,0
2023/24,Chris Mepham,DEF,Bournemouth,27,16,613,0,1,2,0,0
2023/24,Kieffer Moore,FWD,Bournemouth,32,14,100,1,0,0,0,0
2023/24,Neto,GK,Bournemouth,35,110,2880,0,0,5,0,0
2023/24,Dango Ouattara,MID,Bournemouth,23,56,1214,1,2,3,0,0
2023/24,Ben Pearson,MID,Bournemouth,30,0,0,0,0,0,0,0
2023/24,Darren Randolph,GK,Bournemouth,38,0,0,0,0,0,0,0
2023/24,Joe Rothwell,MID,Bournemouth,30,13,380,0,0,0,0,0
2023/24,Antoine Semenyo,FWD,Bournemouth,25,107,2099,8,4,6,0,0
2023/24,Marcos Senesi,DEF,Bournemouth,28,102,2239,4,5,13,0,0
2023/24,Adam Smith,DEF,Bournemouth,34,80,2148,0,3,6,0,0
2023/24,Dominic Solanke,FWD,Bournemouth,27,175,3325,19,3,3,0,0
2023/24,Marcus Tavernier,MID,Bournemouth,26,89,2118,3,4,3,0,0
2023/24,Hamed Traoré,MID,Bournemouth,25,3,44,0,0,0,0,0
2023/24,Mark Travers,GK,Bournemouth,26,19,360,0,0,0,0,0
2023/24,Illia Zabarnyi,DEF,Bournemouth,22,84,3330,1,0,5,0,0
2023/24,Milos Kerkez,DEF,Bournemouth,21,59,1966,0,2,4,1,1
2023/24,Ionut Radu,GK,Bournemouth,28,2,180,0,0,0,0,0
2023/24,Ben Greenwood,DEF,Bournemouth,22,0,0,0,0,0,0,0
2023/24,Max Aarons,DEF,Bournemouth,25,28,1233,0,1,1,0,0
2023/24,Alex Scott,MID,Bournemouth,21,41,1003,1,1,3,0,0
2023/24,Tyler Adams,MID,Bournemouth,26,5,118,0,0,0,0,0
2023/24,Luis Sinisterra,MID,Bournemouth,26,43,685,2,2,0,0,0
2023/24,Romain Faivre,MID,Bournemouth,26,4,37,0,0,1,0,0
2023/24,Max Kinsey,DEF,Bournemouth,20,0,0,0,0,0,0,0
2023/24,Enes Ünal,FWD,Bournemouth,28,40,317,2,4,1,0,0
2023/24,Dominic Sadi,MID,Bournemouth,21,1,1,0,0,0,0,0
2023/24,Michael Dacosta,MID,Bournemouth,20,0,0,0,0,0,0,0
2023/24,Callan McKenna,GK,Bournemouth,18,0,0,0,0,0,0,0
2023/24,Kristoffer Ajer,DEF,Brentford,27,68,1826,2,1,5,0,0
2023/24,Ellery Balcombe,GK,Brentford,25,0,0,0,0,0,0,0
2023/24,Shandon Baptiste,MID,Brentford,27,19,222,1,1,1,0,0
2023/24,Mads Bech,DEF,Brentford,26,0,0,0,0,0,0,0
2023/24,Mads Bidstrup,MID,Brentford,24,0,0,0,0,0,0,0
2023/24,Sergi Canós,MID,Brentford,28,0,0,0,0,0,0,0
2023/24,Nathan Collins,DEF,Brentford,24,84,2649,1,1,3,0,0
2023/24,Matthew Cox,GK,Brentford,22,0,0,0,0,0,0,0
2023/24,Mikkel Damsgaard,MID,Brentford,25,45,829,0,4,2,0,0
2023/24,Josh Dasilva,MID,Brentford,26,3,22,0,0,0,0,0
2023/24,Halil Dervisoglu,FWD,Brentford,25,0,0,0,0,0,0,0
2023/24,Mark Flekken,GK,Brentford,32,119,3285,0,1,3,0,0
2023/24,Charlie Goode,DEF,Brentford,29,0,0,0,0,0,0,0
2023/24,Rico Henry,DEF,Brentford,28,13,401,0,1,1,0,0
2023/24,Aaron Hickey,DEF,Brentford,23,17,713,0,0,5,0,0
2023/24,Vitaly Janelt,MID,Brentford,27,93,3054,1,4,8,0,0
2023/24,Mathias Jensen,MID,Brentford,29,98,2201,3,4,5,0,0
2023/24,Keane Lewis-Potter,MID,Brentford,24,73,1428,3,2,0,0,0
2023/24,Bryan Mbeumo,MID,Brentford,25,127,1957,9,7,2,0,0
2023/24,Ben Mee,DEF,Brentford,35,39,1272,2,1,1,1,0
2023/24,Christian Nørgaard,MID,Brentford,31,74,2504,2,1,8,0,0
2023/24,Frank Onyeka,MID,Brentford,27,39,1147,1,2,8,0,0
2023/24,Ethan Pinnock,DEF,Brentford,32,77,2521,2,0,1,0,0
2023/24,Mads Roerslev,DEF,Brentford,26,75,1975,1,2,1,0,0
2023/24,Kevin Schade,MID,Brentford,23,33,327,2,2,0,0,0
2023/24,Thomas Strakosha,GK,Brentford,30,4,135,0,0,0,0,0
2023/24,Ivan Toney,FWD,Brentford,29,57,1449,4,3,5,0,0
2023/24,Ryan Trevitt,MID,Brentford,22,0,0,0,0,0,0,0
2023/24,Yoane Wissa,FWD,Brentford,28,131,2488,12,4,7,0,0
2023/24,Yehor Yarmoliuk,MID,Brentford,21,33,670,0,0,2,0,0
2023/24,Zanka,DEF,Brentford,35,29,1086,1,0,4,0,0
2023/24,Neal Maupay,FWD,Brentford,28,76,1417,6,3,8,0,0
2023/24,Sergio Reguilón,DEF,Brentford,28,74,1524,0,6,7,1,0
2023/24,Michael Olakigbe,MID,Brentford,21,8,51,0,0,0,0,0
2023/24,Ethan Brierley,MID,Brentford,21,0,0,0,0,0,0,0
2023/24,Saman Ghoddos,MID,Brentford,31,26,728,1,0,5,0,0
2023/24,Kim Ji-Soo,DEF,Brentford,20,0,0,0,0,0,0,0
2023/24,Valintino Adedokun,DEF,Brentford,22,0,0,0,0,0,0,0
2023/24,Myles Peart-Harris,MID,Brentford,22,3,11,0,0,0,0,0
2023/24,Vincent Angelini,GK,Brentford,21,0,0,0,0,0,0,0
2023/24,Hákon Valdimarsson,GK,Brentford,23,0,0,0,0,0,0,0
2023/24,Benjamin Fredrick,DEF,Brentford,20,0,0,0,0,0,0,0
2023/24,Benjamin Arthur,DEF,Brentford,19,0,0,0,0,0,0,0
2023/24,Yunus Konak,MID,Brentford,19,0,0,0,0,0,0,0
2023/24,Simon Adingra,MID,Brighton,23,97,2220,6,1,3,0,0
2023/24,Steven Alzate,MID,Brighton,26,0,0,0,0,0,0,0
2023/24,Yasin Ayari,MID,Brighton,21,0,0,0,0,0,0,0
2023/24,Facundo Buonanotte,MID,Brighton,20,57,1356,3,1,7,0,0
2023/24,Aaron Connolly,FWD,Brighton,25,0,0,0,0,0,0,0
2023/24,Mahmoud Dahoud,MID,Brighton,29,14,449,0,1,1,1,0
2023/24,Lewis Dunk,DEF,Brighton,33,89,2869,3,1,6,1,0
2023/24,Julio Enciso,MID,Brighton,21,20,468,0,2,2,0,0
2023/24,Pervis Estupiñán,DEF,Brighton,27,57,1242,2,3,4,0,1
2023/24,Evan Ferguson,FWD,Brighton,20,69,1356,6,1,1,0,0
2023/24,Billy Gilmour,MID,Brighton,24,61,2116,0,3,8,1,0
2023/24,Pascal Groß,MID,Brighton,34,153,3112,4,11,6,0,0
2023/24,João Pedro,FWD,Brighton,23,104,2037,9,3,2,0,0
2023/24,Michal Karbownik,DEF,Brighton,24,0,0,0,0,0,0,0
2023/24,Kacper Kozlowski,MID,Brighton,21,0,0,0,0,0,0,0
2023/24,Adam Lallana,MID,Brighton,37,30,839,0,1,2,0,0
2023/24,Tariq Lamptey,DEF,Brighton,24,31,908,0,3,3,0,0
2023/24,Solly March,MID,Brighton,30,39,555,3,1,1,0,0
2023/24,Tom McGill,GK,Brighton,25,0,0,0,0,0,0,0
2023/24,James Milner,MID,Brighton,39,28,770,0,2,3,0,0
2023/24,Kaoru Mitoma,MID,Brighton,28,74,1485,3,7,4,0,0
2023/24,Jakub Moder,MID,Brighton,26,21,608,0,0,2,0,0
2023/24,Jeremy Sarmiento,MID,Brighton,23,0,0,0,0,0,0,0
2023/24,Kjell Scherpen,GK,Brighton,25,0,0,0,0,0,0,0
2023/24,Jason Steele,GK,Brighton,34,42,1530,0,0,0,0,0
2023/24,Deniz Undav,FWD,Brighton,28,0,0,0,0,0,0,0
2023/24,Jan Paul van Hecke,DEF,Brighton,25,61,2368,0,0,4,0,0
2023/24,Joël Veltman,DEF,Brighton,33,49,1579,1,1,4,0,0
2023/24,Bart Verbruggen,GK,Brighton,22,68,1890,0,0,3,0,0
2023/24,Adam Webster,DEF,Brighton,30,26,1142,0,0,2,0,1
2023/24,Danny Welbeck,FWD,Brighton,34,79,1687,5,4,4,0,0
2023/24,Andi Zeqiri,FWD,Brighton,26,0,0,0,0,0,0,0
2023/24,Igor Julio,DEF,Brighton,27,37,1631,0,0,4,0,0
2023/24,Jack Hinshelwood,MID,Brighton,20,42,866,3,0,1,0,0
2023/24,Carlos Baleba,MID,Brighton,21,34,1314,0,0,7,0,0
2023/24,Ansu Fati,MID,Brighton,22,33,509,2,1,2,0,0
2023/24,Mark O'Mahony,FWD,Brighton,20,2,61,0,0,1,0,0
2023/24,Benicio Baker-Boaitey,MID,Brighton,21,4,37,0,0,1,0,0
2023/24,Ben Jackson,DEF,Brighton,21,0,0,0,0,0,0,0
2023/24,Joshua Duffus,MID,Brighton,20,0,0,0,0,0,0,0
2023/24,Leigh Kavanagh,DEF,Brighton,21,0,0,0,0,0,0,0
2023/24,Luca Barrington,MID,Brighton,20,0,0,0,0,0,0,0
2023/24,Cameron Peupion,MID,Brighton,22,0,0,0,0,0,0,0
2023/24,Valentín Barco,DEF,Brighton,20,5,307,0,0,1,0,0
2023/24,Samy Chouchane,MID,Brighton,21,0,0,0,0,0,0,0
2023/24,Odeluga Offiah,DEF,Brighton,22,4,126,0,0,0,0,0
2023/24,Noël Atom,DEF,Brighton,20,0,0,0,0,0,0,0
2023/24,Enock Agyei,MID,Burnley,20,0,0,0,0,0,0,0
2023/24,Ameen Al Dakhil,DEF,Burnley,23,19,1055,1,0,1,0,1
2023/24,Samuel Bastien,MID,Burnley,28,0,0,0,0,0,0,0
2023/24,Manuel Benson,MID,Burnley,28,8,110,0,0,0,0,0
2023/24,Jordan Beyer,DEF,Burnley,25,30,1234,0,1,6,0,0
2023/24,Josh Brownhill,MID,Burnley,29,78,2248,4,2,4,1,0
2023/24,Darko Churlinov,MID,Burnley,25,0,0,0,0,0,0,0
2023/24,Jack Cork,MID,Burnley,36,4,25,0,0,0,0,0
2023/24,Dara Costelloe,MID,Burnley,22,0,0,0,0,0,0,0
2023/24,Josh Cullen,MID,Burnley,29,65,2055,2,4,9,0,0
2023/24,CJ Egan-Riley,DEF,Burnley,22,0,0,0,0,0,0,0
2023/24,Hjalmar Ekdal,DEF,Burnley,26,15,436,0,0,2,0,0
2023/24,Lyle Foster,FWD,Burnley,24,75,1898,5,3,0,1,0
2023/24,Denis Franchi,GK,Burnley,22,0,0,0,0,0,0,0
2023/24,Jóhann Gudmundsson,MID,Burnley,34,48,1185,1,3,2,0,0
2023/24,Luke McNally,DEF,Burnley,25,0,0,0,0,0,0,0
2023/24,Arijanet Muric,GK,Burnley,26,47,900,0,0,0,0,1
2023/24,Dara O'Shea,DEF,Burnley,26,69,2892,3,4,5,1,1
2023/24,Michael Obafemi,FWD,Burnley,25,2,19,0,0,0,0,0
2023/24,Bailey Peacock-Farrell,GK,Burnley,28,0,0,0,0,0,0,0
2023/24,Connor Roberts,DEF,Burnley,29,12,817,0,1,3,1,0
2023/24,Jay Rodriguez,FWD,Burnley,35,41,811,2,1,0,0,0
2023/24,Charlie Taylor,DEF,Burnley,31,47,2329,1,1,8,0,0
2023/24,Bobby Thomas,DEF,Burnley,24,0,0,0,0,0,0,0
2023/24,Scott Twine,MID,Burnley,25,0,0,0,0,0,0,0
2023/24,Lawrence Vigouroux,GK,Burnley,31,0,0,0,0,0,0,0
2023/24,Vitinho,DEF,Burnley,25,60,2311,0,3,1,0,0
2023/24,Wout Weghorst,FWD,Burnley,32,0,0,0,0,0,0,0
2023/24,Anass Zaroury,MID,Burnley,24,4,149,0,0,0,1,0
2023/24,David Datro Fofana,FWD,Burnley,22,50,876,4,1,1,0,0
2023/24,Sander Berge,MID,Burnley,27,74,3002,1,2,8,1,0
2023/24,Zeki Amdouni,FWD,Burnley,24,85,1953,5,1,2,0,0
2023/24,James Trafford,GK,Burnley,22,70,2520,0,0,2,0,0
2023/24,Nathan Redmond,MID,Burnley,31,11,132,0,0,1,0,0
2023/24,Luca Koleosho,MID,Burnley,20,40,972,1,2,0,0,0
2023/24,Jacob Bruun Larsen,MID,Burnley,26,82,1235,6,0,1,0,0
2023/24,Owen Dodgson,DEF,Burnley,22,0,0,0,0,0,0,0
2023/24,Wilson Odobert,MID,Burnley,20,82,2095,3,4,3,0,0
2023/24,Hannes Delcroix,DEF,Burnley,26,7,584,0,0,2,0,0
2023/24,Han-Noah Massengo,MID,Burnley,24,3,14,0,0,0,0,0
2023/24,Mike Trésor,MID,Burnley,26,20,410,0,0,0,0,0
2023/24,Lorenz Assignon,DEF,Burnley,25,25,1235,1,2,3,1,0
2023/24,Maxime Estève,DEF,Burnley,23,15,1310,0,0,6,0,0
2023/24,Moisés Caicedo,MID,Chelsea,23,84,2865,1,3,11,0,0
2023/24,Robert Sánchez,GK,Chelsea,27,59,1433,0,0,2,0,0
2023/24,Ethan Ampadu,DEF,Chelsea,24,0,0,0,0,0,0,0
2023/24,Andrey Santos,MID,Chelsea,21,1,7,0,0,0,0,0
2023/24,Kepa,GK,Chelsea,30,0,0,0,0,0,0,0
2023/24,Pierre-Emerick Aubameyang,FWD,Chelsea,36,0,0,0,0,0,0,0
2023/24,César Azpilicueta,DEF,Chelsea,35,0,0,0,0,0,0,0
2023/24,Abdul Baba,DEF,Chelsea,31,0,0,0,0,0,0,0
2023/24,Benoît Badiashile,DEF,Chelsea,24,35,1337,0,1,3,0,1
2023/24,Marcus Bettinelli,GK,Chelsea,33,-1,0,0,0,1,0,0
2023/24,Trevoh Chalobah,DEF,Chelsea,26,39,949,1,0,1,0,0
2023/24,Ben Chilwell,DEF,Chelsea,28,24,752,0,2,5,0,0
2023/24,Carney Chukwuemeka,MID,Chelsea,21,16,222,1,1,2,0,0
2023/24,Levi Colwill,DEF,Chelsea,22,65,1794,1,1,2,0,0
2023/24,Marc Cucurella,DEF,Chelsea,26,44,1783,0,3,10,0,1
2023/24,Enzo Fernández,MID,Chelsea,24,77,2208,3,3,7,0,0
2023/24,Wesley Fofana,DEF,Chelsea,24,0,0,0,0,0,0,0
2023/24,Conor Gallagher,MID,Chelsea,25,129,3129,5,8,7,1,0
2023/24,Malo Gusto,DEF,Chelsea,22,74,1746,0,6,7,1,0
2023/24,Reece James,DEF,Chelsea,25,11,416,0,2,0,2,0
2023/24,Romelu Lukaku,FWD,Chelsea,32,0,0,0,0,0,0,0
2023/24,Noni Madueke,MID,Chelsea,23,76,1044,5,3,2,0,0
2023/24,Mykhailo Mudryk,MID,Chelsea,24,94,1564,5,5,5,0,0
2023/24,Nicolas Jackson,FWD,Chelsea,24,142,2801,14,6,10,0,0
2023/24,Christopher Nkunku,FWD,Chelsea,27,29,437,3,0,0,0,0
2023/24,Christian Pulisic,MID,Chelsea,26,0,0,0,0,0,0,0
2023/24,Malang Sarr,DEF,Chelsea,26,0,0,0,0,0,0,0
2023/24,Gaga Slonina,GK,Chelsea,21,0,0,0,0,0,0,0
2023/24,Raheem Sterling,MID,Chelsea,30,123,1972,8,8,7,0,0
2023/24,Thiago Silva,DEF,Chelsea,40,98,2525,3,1,4,0,0
2023/24,Hakim Ziyech,MID,Chelsea,32,0,0,0,0,0,0,0
2023/24,Cole Palmer,MID,Chelsea,23,244,2617,22,13,7,0,0
2023/24,Ângelo,MID,Chelsea,20,0,0,0,0,0,0,0
2023/24,Ian Maatsen,MID,Chelsea,23,11,200,0,0,1,0,0
